  _id , _uuid ,datetime,just_booted, reset_reason,uptime,fw_version,modem_fw_version,rsrp
197983,359746167128144,2025-08-11 13:55:34.877787,t,16,73180808,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197980,359746167128144,2025-08-11 13:47:57.728957,t,16,72723613,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197968,359746167128144,2025-08-11 13:27:35.439538,t,16,71501300,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197966,359746167128144,2025-08-11 13:23:18.162806,t,16,71244002,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197961,359746167128144,2025-08-11 13:14:07.879257,t,16,70693706,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197955,359746167128144,2025-08-11 12:59:28.287115,t,16,69814084,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197944,359746167128144,2025-08-11 12:36:49.569951,t,16,68455395,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197943,359746167128144,2025-08-11 12:35:12.398051,t,16,68358194,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197942,359746167128144,2025-08-11 12:32:36.869171,t,16,68202646,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197923,359746167128144,2025-08-11 11:54:53.200714,t,16,65938886,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197918,359746167128144,2025-08-11 11:43:55.170341,t,16,65280924,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197904,359746167128144,2025-08-11 11:24:36.304116,t,16,64122022,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197900,359746167128144,2025-08-11 11:17:19.608511,t,16,63685291,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197898,359746167128144,2025-08-11 11:16:02.958761,t,16,63608625,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197893,359746167128144,2025-08-11 11:03:26.551178,t,16,62852231,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197889,359746167128144,2025-08-11 10:57:27.158619,t,16,62492756,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197871,359746167128144,2025-08-11 10:31:23.852362,t,16,60929414,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197867,359746167128144,2025-08-11 10:21:44.456470,t,16,60350086,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197864,359746167128144,2025-08-11 10:19:50.465579,t,16,60236018,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197852,359746167128144,2025-08-11 09:57:49.975550,t,16,58915573,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197847,359746167128144,2025-08-11 09:46:12.444308,t,16,58218024,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197839,359746167128144,2025-08-11 09:35:55.111274,t,16,57600609,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197836,359746167128144,2025-08-11 09:33:17.988284,t,16,57443475,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197832,359746167128144,2025-08-11 09:27:59.747003,t,16,57125230,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197827,359746167128144,2025-08-11 09:16:20.619351,t,16,56426144,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197824,359746167128144,2025-08-11 09:14:04.371098,t,16,56289835,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197808,359746167128144,2025-08-11 08:28:56.236259,t,16,53581627,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197806,359746167128144,2025-08-11 08:21:28.921852,t,16,53134365,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197805,359746167128144,2025-08-11 08:20:14.040473,t,16,53059481,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197788,359746167128144,2025-08-11 07:52:32.368051,t,16,51397761,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
197774,359746167128144,2025-08-11 07:25:30.692804,t,16,49776043,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197769,359746167128144,2025-08-11 07:12:53.726487,t,16,49019058,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197767,359746167128144,2025-08-11 07:10:54.508750,t,16,48899745,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197766,359746167128144,2025-08-11 07:08:38.957292,t,16,48764201,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197748,359746167128144,2025-08-11 06:36:14.479289,t,16,46819678,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197743,359746167128144,2025-08-11 06:22:32.225789,t,16,45997406,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197741,359746167128144,2025-08-11 06:20:14.629085,t,16,45859821,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197740,359746167128144,2025-08-11 06:15:05.578211,t,16,45550814,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197728,359746167128144,2025-08-11 05:44:04.520259,t,16,43689712,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197725,359746167128144,2025-08-11 05:34:26.373808,t,16,43111528,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197724,359746167128144,2025-08-11 05:32:09.384019,t,16,42974501,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197718,359746167128144,2025-08-11 05:13:10.095417,t,16,41835133,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197709,359746167128144,2025-08-11 05:00:52.556615,t,16,41097611,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197708,359746167128144,2025-08-11 04:56:38.236897,t,16,40843263,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197706,359746167128144,2025-08-11 04:53:41.770456,t,16,40666839,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197703,359746167128144,2025-08-11 04:48:04.293713,t,16,40329390,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197702,359746167128144,2025-08-11 04:46:51.116804,t,16,40256144,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197698,359746167128144,2025-08-11 04:40:35.494795,t,16,39880568,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197696,359746167128144,2025-08-11 04:36:38.522836,t,16,39643587,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197694,359746167128144,2025-08-11 04:34:43.015817,t,16,39528081,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197691,359746167128144,2025-08-11 04:22:05.725386,t,16,38770776,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197690,359746167128144,2025-08-11 04:20:07.168965,t,16,38652213,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197689,359746167128144,2025-08-11 04:14:51.596225,t,16,38336536,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197685,359746167128144,2025-08-11 04:06:35.104294,t,16,37840073,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197682,359746167128144,2025-08-11 03:56:56.314139,t,16,37261301,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197680,359746167128144,2025-08-11 03:47:37.980634,t,16,36702922,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197677,359746167128144,2025-08-11 03:40:41.397851,t,16,36286370,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197672,359746167128144,2025-08-11 03:26:41.508445,t,16,35446395,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197670,359746167128144,2025-08-11 03:23:25.889612,t,16,35250842,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197663,359746167128144,2025-08-11 03:06:07.322299,t,16,34212243,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197662,359746167128144,2025-08-11 03:04:31.902032,t,16,34116751,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197653,359746167128144,2025-08-11 02:42:59.651987,t,16,32824536,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−81
197645,359746167128144,2025-08-11 02:24:02.308578,t,16,31687104,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
197644,359746167128144,2025-08-11 02:20:13.885089,t,16,31458668,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197635,359746167128144,2025-08-11 01:57:53.959042,t,16,30118765,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197634,359746167128144,2025-08-11 01:48:37.167778,t,16,29561966,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197621,359746167128144,2025-08-11 01:06:30.469845,t,16,27035126,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197613,359746167128144,2025-08-11 00:53:10.624014,t,16,26235261,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197610,359746167128144,2025-08-11 00:42:31.426020,t,16,25596045,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197608,359746167128144,2025-08-11 00:41:14.942345,t,16,25519575,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197591,359746167128144,2025-08-11 00:08:33.831972,t,16,23558398,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197588,359746167128144,2025-08-11 00:00:35.398589,t,16,23080012,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197584,359746167128144,2025-08-10 23:52:59.241372,t,16,22623843,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197582,359746167128144,2025-08-10 23:44:58.465274,t,16,22142994,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197573,359746167128144,2025-08-10 23:19:16.938626,t,16,20601472,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197565,359746167128144,2025-08-10 23:08:01.401685,t,16,19925933,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197558,359746167128144,2025-08-10 22:56:05.085120,t,16,19209594,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197552,359746167128144,2025-08-10 22:49:27.753398,t,16,18812175,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197550,359746167128144,2025-08-10 22:43:13.566944,t,16,18438056,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197544,359746167128144,2025-08-10 22:27:33.399786,t,16,17497872,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197543,359746167128144,2025-08-10 22:26:18.625372,t,16,17423023,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197542,359746167128144,2025-08-10 22:21:41.507543,t,16,17145893,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197541,359746167128144,2025-08-10 22:13:25.993752,t,16,16650366,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197539,359746167128144,2025-08-10 22:05:49.565413,t,16,16193983,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197536,359746167128144,2025-08-10 22:03:12.131274,t,16,16036539,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197522,359746167128144,2025-08-10 21:29:48.227911,t,16,14032542,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197519,359746167128144,2025-08-10 21:27:50.765238,t,16,13915131,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197516,359746167128144,2025-08-10 21:20:15.404877,t,16,13459683,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197509,359746167128144,2025-08-10 20:59:54.918410,t,16,12239230,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197504,359746167128144,2025-08-10 20:55:17.963101,t,16,11962204,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197495,359746167128144,2025-08-10 20:24:15.566533,t,16,10099754,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197491,359746167128144,2025-08-10 20:06:16.547645,t,16,9020721,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197488,359746167128144,2025-08-10 20:00:38.687702,t,16,8682862,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197481,359746167128144,2025-08-10 19:43:16.866219,t,16,7640994,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197475,359746167128144,2025-08-10 19:34:19.085527,t,16,7103225,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197469,359746167128144,2025-08-10 19:22:38.948534,t,16,6403072,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197466,359746167128144,2025-08-10 19:21:46.121052,t,16,6350215,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197461,359746167128144,2025-08-10 19:15:10.384128,t,16,5954461,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197459,359746167128144,2025-08-10 19:11:32.520333,t,16,5736615,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197458,359746167128144,2025-08-10 19:09:37.327652,t,16,5621391,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197456,359746167128144,2025-08-10 19:07:40.839817,t,16,5504988,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197455,359746167128144,2025-08-10 19:04:04.384781,t,16,5288454,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197448,359746167128144,2025-08-10 18:49:44.528164,t,16,4428559,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197442,359746167128144,2025-08-10 18:44:46.635093,t,16,4130669,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197439,359746167128144,2025-08-10 18:42:30.784571,t,16,3994832,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197419,359746167128144,2025-08-10 18:01:06.838470,t,16,1510874,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197416,359746167128144,2025-08-10 17:58:12.360220,t,16,1336397,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197410,359746167128144,2025-08-10 17:42:11.885117,t,16,375893,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197408,359746167128144,2025-08-10 17:38:36.307898,t,16,160234,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197407,359746167128144,2025-08-10 17:36:20.455322,t,16,24432,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197374,359746167128144,2025-08-10 16:21:15.835852,t,16,1021188785,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197373,359746167128144,2025-08-10 16:19:39.966478,t,16,1021092996,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197365,359746167128144,2025-08-10 16:07:59.990047,t,16,1020392917,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197359,359746167128144,2025-08-10 16:00:22.946264,t,16,1019935873,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197358,359746167128144,2025-08-10 15:56:48.061609,t,16,1019721017,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197345,359746167128144,2025-08-10 15:35:49.343528,t,16,1018462236,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197329,359746167128144,2025-08-10 14:58:05.407213,t,16,1016198310,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−79
197326,359746167128144,2025-08-10 14:57:11.746361,t,16,1016144588,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−80
197318,359746167128144,2025-08-10 14:45:33.690245,t,16,1015446478,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197313,359746167128144,2025-08-10 14:39:57.384508,t,16,1015110155,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−87
197306,359746167128144,2025-08-10 14:14:17.537954,t,16,1013570276,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−86
197295,359746167128144,2025-08-10 13:55:49.978123,t,16,1012462732,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197289,359746167128144,2025-08-10 13:41:10.152521,t,16,1011582879,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197286,359746167128144,2025-08-10 13:37:33.238313,t,16,1011366022,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197280,359746167128144,2025-08-10 13:24:54.307997,t,16,1010607016,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−86
197279,359746167128144,2025-08-10 13:23:40.057232,t,16,1010532735,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197266,359746167128144,2025-08-10 12:51:33.516775,t,16,1008606161,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197255,359746167128144,2025-08-10 12:34:54.369294,t,16,1007607010,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197237,359746167128144,2025-08-10 12:03:58.561250,t,16,1005751129,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197215,359746167128144,2025-08-10 11:13:13.644331,t,16,1002706181,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197212,359746167128144,2025-08-10 10:59:17.165294,t,16,1001869671,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197206,359746167128144,2025-08-10 10:51:39.757224,t,16,1001412220,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197199,359746167128144,2025-08-10 10:44:42.281117,t,16,1000994825,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197195,359746167128144,2025-08-10 10:42:05.244077,t,16,1000837765,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−86
197192,359746167128144,2025-08-10 10:33:59.326038,t,16,1000351806,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197187,359746167128144,2025-08-10 10:22:38.797084,t,16,999671267,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197185,359746167128144,2025-08-10 10:13:12.772854,t,16,999105207,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197172,359746167128144,2025-08-10 09:51:12.165503,t,16,997784515,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197169,359746167128144,2025-08-10 09:49:15.037370,t,16,997667380,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−88
197167,359746167128144,2025-08-10 09:47:20.447212,t,16,997552830,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197164,359746167128144,2025-08-10 09:45:22.772144,t,16,997435175,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−86
197159,359746167128144,2025-08-10 09:38:03.172118,t,16,996995610,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−86
197158,359746167128144,2025-08-10 09:31:47.351449,t,16,996619757,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197151,359746167128144,2025-08-10 09:10:55.162926,t,16,995367564,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197134,359746167128144,2025-08-10 08:37:15.437027,t,16,993347704,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197133,359746167128144,2025-08-10 08:35:39.493027,t,16,993251821,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197124,359746167128144,2025-08-10 08:20:00.453654,t,16,992312773,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197120,359746167128144,2025-08-10 08:07:39.324913,t,16,991571576,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197115,359746167128144,2025-08-10 07:43:33.220235,t,16,990125389,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197113,359746167128144,2025-08-10 07:41:35.805525,t,16,990008068,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197109,359746167128144,2025-08-10 07:39:22.261708,t,16,989874474,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−86
197105,359746167128144,2025-08-10 07:34:03.754652,t,16,989555946,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197095,359746167128144,2025-08-10 07:11:45.513415,t,16,988217669,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197091,359746167128144,2025-08-10 07:07:07.743885,t,16,987939892,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197066,359746167128144,2025-08-10 06:26:01.160708,t,16,985473239,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197060,359746167128144,2025-08-10 06:19:43.426461,t,16,985095493,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197055,359746167128144,2025-08-10 06:11:04.234045,t,16,984576295,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197047,359746167128144,2025-08-10 05:49:24.446191,t,16,983276543,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
197046,359746167128144,2025-08-10 05:47:07.742553,t,16,983139777,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
197045,359746167128144,2025-08-10 05:45:33.491184,t,16,983045565,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197041,359746167128144,2025-08-10 05:31:34.041132,t,16,982206101,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197037,359746167128144,2025-08-10 05:20:53.646841,t,16,981565682,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197035,359746167128144,2025-08-10 05:19:18.199317,t,16,981470234,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197031,359746167128144,2025-08-10 04:56:17.843335,t,16,980089772,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−85
197023,359746167128144,2025-08-10 04:22:51.805641,t,16,978083746,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
197021,359746167128144,2025-08-10 04:17:12.441955,t,16,977744388,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
197013,359746167128144,2025-08-10 03:56:11.967289,t,16,976483864,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
197007,359746167128144,2025-08-10 03:38:09.196860,t,16,975400997,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−87
196998,359746167128144,2025-08-10 03:07:00.847436,t,16,973532667,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196995,359746167128144,2025-08-10 03:03:05.349405,t,16,973297105,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
196988,359746167128144,2025-08-10 02:39:06.840264,t,16,971858626,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196986,359746167128144,2025-08-10 02:37:30.201423,t,16,971761974,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196984,359746167128144,2025-08-10 02:25:11.105935,t,16,971022798,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196969,359746167128144,2025-08-10 01:39:07.324093,t,16,968259008,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196964,359746167128144,2025-08-10 01:30:50.119826,t,16,967761721,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196948,359746167128144,2025-08-10 00:59:43.717555,t,16,965895333,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196925,359746167128144,2025-08-10 00:11:58.779713,t,16,963030268,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196915,359746167128144,2025-08-09 23:58:22.477461,t,16,962213914,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196911,359746167128144,2025-08-09 23:54:48.869312,t,16,962000308,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196908,359746167128144,2025-08-09 23:51:53.429766,t,16,961824862,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196904,359746167128144,2025-08-09 23:48:18.127518,t,16,961609558,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196902,359746167128144,2025-08-09 23:44:03.589028,t,16,961355014,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196894,359746167128144,2025-08-09 23:24:42.956202,t,16,960194351,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196880,359746167128144,2025-08-09 22:41:37.240729,t,16,957608622,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196879,359746167128144,2025-08-09 22:40:23.670280,t,16,957534987,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−82
196871,359746167128144,2025-08-09 22:20:19.559280,t,16,956330870,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196864,359746167128144,2025-08-09 21:56:00.794658,t,16,954872038,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196859,359746167128144,2025-08-09 21:44:22.530818,t,16,954173831,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
196855,359746167128144,2025-08-09 21:39:53.044273,t,16,953904262,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−84
196836,359746167128144,2025-08-09 20:55:28.154592,t,16,951239295,v0.0.3-35-g0b0b003d-dirty,mfw_nrf9160_1.3.5,−83
